discoverymethod,description,periastrontime,discoveryyear,eccentricity,semimajoraxis,period,name,mass,periastron,list,lastupdate
RV,The star system Gliese 676 is located in the constellation Ara. This  planet was confirmed using a Bayesian probability analysis. It has a false alarme probability of less than one percent.,,2012,0.24,0.187,35.37,Gliese 676 A e,0.036,,Confirmed planets,12/12/05
RV,This gas giant was found in 2009 and announced in 2011. At that time there were strong indications for more planets but more data was needed to confirm them.,,2011,0.328,1.80,1050.3,Gliese 676 A b,4.95,,Confirmed planets,12/12/05
RV,This companion is inferred from a curvature in the radial velocity residuals. Its nature is currently unclear.,,2011,0.2,5.2,4400,Gliese 676 A c,3.0,,Controversial,11/01/01
RV,"The A component of the star system Gliese 777 hosts at least two planets. With 6.7 billion years, the host star is much older than our Sun. The binary companion is a dim red dwarf orbiting at a distance of 3000 astronomical units.",2459271,2003,0.343,3.92,2867.9,Gliese 777 A b,1.495,,Confirmed planets,15/06/29
RV,"The A component of the star system Gliese 777 hosts at least two planets. With 6.7 billion years, the host star is much older than our Sun. The binary companion is a dim red dwarf orbiting at a distance of 3000 astronomical units.",2455570.3,2005,0.107,0.128,17.1186,Gliese 777 A c,0.064,,Confirmed planets,15/06/29
RV,The planetary system around the star HD 192310 consists of two Neptune-mass planets and is located in the constellation of Capricornus.,,2010,0.13,0.32,74.72,Gliese 785 b,0.05316,,Confirmed planets,11/08/18
RV,The planetary system around the star HD 192310 consists of two Neptune-mass planets and is located in the constellation of Capricornus. The outer planet Gliese 785 c is at the outer edge of the habitable zone.,,2011,0.32,1.18,525.8,Gliese 785 c,0.0754,,Confirmed planets,11/08/18
RV,"The star Gliese 832 is a star located in the solar neighbourhood in the constallation Grus. Therefore the observed planet Gliese 832 b is a good candidate for astrometric observations. In 2014, an additional planet, Gliese 832 c has been discovered.",,2008,0.08,3.6,3660,Gliese 832 b,0.688908,246,Confirmed planets,14/06/24
RV,"The star Gliese 832 is a star located in the solar neighbourhood in the constallation Grus. In 2014, a second planet, Gliese 832 c, was discovered in the system. It's a Super-Earth or Super-Venus, orbiting near the inner edge of the habitable zone. The large mass of the planet is likely to make the planet inhospitable. The discovery was only possible using a combination of radial velocity measurements from three different telescopes.",,2014,0.03,0.162,35.67,Gliese 832 c,0.015729,80,Confirmed planets,14/06/24
RV,The star Gliese 849 is a red dwarf in the constellation of Aquarius. Gliese 849 b is the inner of the system's two known planets.,2453770,2006,0.038,2.39,1924,Gliese 849 b,0.911,66,Confirmed planets,15/08/15
RV,"The radial velocity date for Gliese 849 has poor phase coverage for the orbit of Gliese 849 c, however its parameters can be better constrained by considering the dynamical stability of the two-planet system.",2454320,2013,0.087,4.82,5520,Gliese 849 c,0.944,172,Confirmed planets,15/08/15
RV,The star Gliese 86 is a K-type dwarf star and a member of a binary system in the constellation Eridanus. A linear trend in the radial velocity data may be associated with the stellar companion or another planetary companion.,2451903.36,2000,0.0416,0.1130,15.76491,Gliese 86 b,3.91,269,Confirmed planets,16/02/03
RV,"Gliese 876 is a red dwarf only 15 light years from Earth in the constellation Aquarius. The orbits of the outer three planets are locked in a Laplace reasonance. This resonance is also present in the moons of Jupiter: Io, Europa, Ganymede. This strong dynamical interaction leads to interesting conclusions about the formation history of the system. It is a very strong indication that the planets migrated in the protoplanetary disk to their current position and got locked into mean motion resonances during that process.",,2000,0.0340,0.218589,61.087,Gliese 876 b,2.6697,112.27,Confirmed planets,15/06/08
RV,"Gliese 876 is a red dwarf only 15 light years from Earth in the constellation Aquarius. The orbits of the outer three planets are locked in a Laplace reasonance. This resonance is also present in the moons of Jupiter: Io, Europa, Ganymede. This strong dynamical interaction leads to interesting conclusions about the formation history of the system. It is a very strong indication that the planets migrated in the protoplanetary disk to their current position and got locked into mean motion resonances during that process.",,2000,0.2539,0.135985,30.0766,Gliese 876 c,0.8429,117.12,Confirmed planets,15/06/08
RV,"Gliese 876 is a red dwarf only 15 light years from Earth in the constellation Aquarius. The orbits of the outer three planets are locked in a Laplace reasonance. This resonance is also present in the moons of Jupiter: Io, Europa, Ganymede. This strong dynamical interaction leads to interesting conclusions about the formation history of the system. It is a very strong indication that the planets migrated in the protoplanetary disk to their current position and got locked into mean motion resonances during that process.",,2005,0.108,0.02183930,1.937870,Gliese 876 d,0.0217,162.52,Confirmed planets,15/06/08
RV,,,2010,0.031,0.3343,124.72,Gliese 876 e,0.05399,-54.2,Confirmed planets,15/06/08
imaging,GQ Lupi b is a directly imaged planet or brown dwarf orbiting the star GQ Lupi in the constellation Lupus.,,2005,,,,GQ Lup b,21.5,,Confirmed planets,10/12/06
imaging,,,2010,,,,GSC 06214-00210 b,17,,Confirmed planets,15/06/10
imaging,GU Psc b is a comoving companion of planetary mass to the young M3 star GU Psc. The system is only 100 million years old and the wide separation of the planetary companion raising interesting questions about the system's formation history.,,2014,,,,GU Psc b,11,,Confirmed planets,14/05/14
transit,The star HAT-P-11b is located in the constellation Cygnus. The planetary companion HAT-P-11b is in the field of view of the Kepler spacecraft. The expected temperature is 878K. The planets orbit is highly inclined.,,2009,0.218,0.05254,4.887802443,HAT-P-11 b,0.07362,19,Confirmed planets,18/08/29
RV,HAT-P-11 c is a jovian planet on a highly eccentric orbit around the star HAT-P-11. The planet may be responsible for the misalignment of the orbit of the inner super-Neptune HAT-P-11 b via nodal precession.,2456862,2018,0.601,4.13,3407,HAT-P-11 c,1.595,143.7,Confirmed planets,18/08/29
transit,The planet hosting star HAT-P-12 is located in the constallation Canes Venatici.,,2009,0.0,0.0384,3.2130598,HAT-P-12 b,0.211,,Confirmed planets,09/05/04
transit,The star HAT-P-13 is located in the constalltion Ursa Major and hosts at least two extrasolar planets. Only the inner planet is transiting. There might be an unconfirmed third planet in the system.,,2009,0.0142,0.0426,2.916243,HAT-P-13 b,0.85,,Confirmed planets,12/04/08
RV,The star HAT-P-13 is located in the constalltion Ursa Major and hosts at least two extrasolar planets. Only the inner planet is transiting. There might be an unconfirmed third planet in the system.,,2009,0.666,1.186,448.2,HAT-P-13 c,14.5,,Confirmed planets,14/02/02
transit,The bright F-star HAT-P-14 is located in the constellation Hercules. It is more than twice as massive as our Sun.,,2010,0.095,0.0594,4.627657,HAT-P-14 b,2.2,,Confirmed planets,13/05/29
transit,,,2010,0.19,0.0964,10.863502,HAT-P-15 b,1.946,,Confirmed planets,10/05/31
transit,,,2010,0.036,0.04130,2.7759712,HAT-P-16 b,4.193,,Confirmed planets,14/11/05
transit,,,2010,0.346,0.0882,10.338523,HAT-P-17 b,0.534,,Confirmed planets,12/04/03
RV,,,2010,0.1,2.75,1798,HAT-P-17 c,1.4,,Confirmed planets,10/12/10
transit,,,2010,0.009,0.0559,5.507978,HAT-P-18 b,0.196,,Confirmed planets,14/03/31
transit,HAT-P-19 b is an inflated Saturn-mass planet in a short-period orbit around a K-dwarf star. The star has a rotation period of 35.5 days and varies by 4.7 millimagnitudes in the V-band as it rotates.,,2010,0.067,0.0466,4.0087844,HAT-P-19 b,0.292,256,Confirmed planets,15/08/15
transit,,,2006,0.067,0.05535,4.4652934,HAT-P-1 b,0.524,,Confirmed planets,11/02/07
transit,,,2010,0.015,0.0361,2.875317,HAT-P-20 b,7.246,,Confirmed planets,10/12/11
transit,,,2010,0.228,0.0494,4.124461,HAT-P-21 b,4.063,,Confirmed planets,13/05/29
transit,,,2010,0.016,0.0414,3.21222,HAT-P-22 b,2.147,,Confirmed planets,13/05/29
transit,,,2010,0.106,0.0232,1.212884,HAT-P-23 b,2.09,,Confirmed planets,13/05/29
transit,,,2010,0.067,0.0465,3.35524,HAT-P-24 b,0.685,,Confirmed planets,13/05/29
transit,,,2010,0.032,0.0466,3.652836,HAT-P-25 b,0.567,,Confirmed planets,13/05/29
transit,,,2010,0.124,0.0479,4.234516,HAT-P-26 b,0.059,,Confirmed planets,13/05/29
transit,,,2011,0.0,0.0400,3.039577,HAT-P-27 b,0.62,,Confirmed planets,13/05/29
transit,,,2011,0.051,0.0434,3.257215,HAT-P-28 b,0.626,,Confirmed planets,11/03/09
transit,,,2011,0.095,0.0667,5.72318,HAT-P-29 b,0.778,,Confirmed planets,13/05/29
transit,The star HAT-P-2 is located in the constellation Hercules and is between 2 and 3 billion years old.,,2007,0.5171,0.0674,5.6334729,HAT-P-2 b,8.74,,Confirmed planets,13/05/29
transit,This exoplanet is transiting the dwarf star GSC 0208-00722. The sky projection of the planet's orbit normal and the star's spin axis is 73.5 degrees.,,2011,0.035,0.0419,2.810595,HAT-P-30 b,0.711,,Confirmed planets,12/11/24
transit,,,2011,0.245,0.055,5.005425,HAT-P-31 b,2.171,,Confirmed planets,13/05/29
transit,,,2011,0.163,0.0344,2.150009,HAT-P-32 b,0.941,,Confirmed planets,13/05/29
transit,,,2011,0.148,0.0503,3.474474,HAT-P-33 b,0.763,,Confirmed planets,13/05/29
transit,HAT-P-34 b is a transiting planet that has been discovered by the HATNet collaboration. HATNet is a ground-based survey using standard telephoto lenses such as the Canon 11cm diameter f/1.8L.,,2012,0.441,0.0677,5.4527,HAT-P-34 b,3.328,,Confirmed planets,13/05/29
transit,HAT-P-35 b is a transiting planet that has been discovered by the HATNet collaboration. HATNet is a ground-based survey using standard telephoto lenses such as the Canon 11cm diameter f/1.8L.,,2012,0.025,0.0498,3.6467,HAT-P-35 b,1.054,,Confirmed planets,12/01/04
transit,This planet was discovered by Bakos et al. 2012. This was a ground based discovery. The parameters listed here are those reported by Chakrabarty & Sengupta 2019 and were imported into the Open Exoplanet Catalogue from the NASA Exoplanet Archive.,,2011,,0.024100,1.32734683,HAT-P-36 b,1.84820,,Confirmed planets,19/07/11
transit,HAT-P-37 b is a transiting planet that has been discovered by the HATNet collaboration. HATNet is a ground-based survey using standard telephoto lenses such as the Canon 11cm diameter f/1.8L.,,2012,0.058,0.0378,2.797436,HAT-P-37 b,1.169,,Confirmed planets,12/01/04
transit,,,2012,0.067,0.0523,4.640382,HAT-P-38 b,0.267,,Confirmed planets,13/05/29
transit,HAT-P-39 b is a highly inflated hot Jupiter. It has been discovered by the HATNet collaboration. These planets might be inflated because some of the stellar irradiation is somehow transported into the planetary interior. Excess energy could also be injected into the interior by tides if the planet was initially on an eccentric orbit.,,2012,0,0.0509,3.54387,HAT-P-39 b,0.599,,Confirmed planets,12/07/16
transit,The young and metal rich star HAT-P-3 is located in the constellation Ursa Major. The planet HAT-P-3 b has about 75 Earth masses worth of heavy elements.,,2007,0.0,0.03866,2.899703,HAT-P-3 b,0.591,,Confirmed planets,13/05/29
transit,HAT-P-40 b is a highly inflated hot Jupiter. It has been discovered by the HATNet collaboration.,,2012,0.095,0.0608,4.457243,HAT-P-40 b,0.615,,Confirmed planets,13/05/29
transit,HAT-P-41 b is a highly inflated hot Jupiter. The planet is less massive than Jupiter but has a much larger radius. It has been discovered by the HATNet collaboration.,,2012,0,0.0426,2.69404,HAT-P-41 b,0.800,,Confirmed planets,13/05/29
transit,HAT-P-42 b is a typical Hot Jupiter on a circular orbit around an early G-type main sequence star. The planet is inflated compared to our own Jupiter. It was discovered by the HATNet collaboration.,,2013,0,0.0575,4.641876,HAT-P-42 b,0.975,,Confirmed planets,13/05/29
transit,HAT-P-43 b is a typical Hot Jupiter on a circular orbit around a late F-type main sequence star. The planet is inflated compared to our own Jupiter. It was discovered by the HATNet collaboration.,,2013,0,0.0443,3.332688,HAT-P-43 b,0.660,,Confirmed planets,13/01/02
transit,This planet was discovered by the HATNet transit survey. Follow up observations to measure the radial velocity of the star confirmed the planetary nature.,,2013,0.072,0.0507,,HAT-P-44 b,0.392,98,Confirmed planets,13/08/16
transit,"This planet was discovered by the HATNet transit survey. Follow up observations to measure the radial velocity of the star confirmed the planetary nature. However, due to aliasing one cannot rule out an alternative solution for the outer planet having a period of 438 days and a minimum mass of 3.7 Jupiter masses.",,2013,,0.699,219.9,HAT-P-44 c,1.6,,Confirmed planets,13/08/16
