magK,magB,metallicity,magH,name,mass,magV,spectraltype,radius,magJ,temperature,planets
12.5380000,,-0.140,12.6480000,Kepler-1891,0.87,14.4120000,,0.83,12.9720000,5516.00,1.0
13.5630000,,-0.220,13.5670000,Kepler-1892,0.85,15.5920000,,0.76,14.0650000,5383.00,1.0
13.1040000,,0.160,13.2060000,Kepler-1893,0.97,15.1520000,,1.16,13.5860000,5633.00,1.0
13.6480000,,0.000,13.7610000,Kepler-1894,1.00,15.4520000,,0.90,14.0780000,5772.00,1.0
13.4410000,,0.100,13.4700000,Kepler-1895,0.86,15.7870000,,0.76,13.9920000,5076.00,1.0
14.1650000,,-0.100,14.2110000,Kepler-1896,1.07,15.8440000,,1.00,14.5480000,6122.00,1.0
13.7140000,,0.020,14.0120000,Kepler-1897,0.86,16.0100000,,0.76,14.4370000,5165.00,1.0
12.921,,,12.941,Kepler-189,0.8240,,,0.750,13.408,5235,2.0
11.756,,0.2,11.873,Kepler-18,0.972,14,,1.108,12.19,5383.0,3.0
13.5580000,,-0.420,13.6490000,Kepler-1909,0.66,15.9330000,,0.69,14.2230000,4935.00,1.0
12.231,,,12.279,Kepler-190,0.8020,,,0.795,12.728,5106,2.0
14.0530000,,-0.160,14.0630000,Kepler-1918,0.97,15.5330000,,0.92,14.4210000,5889.00,1.0
14.0220000,,-0.160,14.0380000,Kepler-1919,0.87,16.1610000,,0.82,14.5590000,5513.00,1.0
12.88,,,12.96,Kepler-191,0.8280,,,0.789,13.42,5282,3.0
12.9080000,,0.210,13.0090000,Kepler-1920,1.24,14.3920000,,1.16,13.2820000,6277.00,1.0
11.5140000,,0.020,11.6100000,Kepler-1921,1.25,13.1030000,,2.00,11.8970000,6120.00,1.0
13.6000000,,-0.280,13.7010000,Kepler-1922,0.95,15.3880000,,0.86,14.0380000,5931.00,1.0
12.6220000,,0.160,12.6790000,Kepler-1923,1.11,14.4540000,,1.29,13.0020000,5881.00,1.0
13.4440000,,0.160,13.5750000,Kepler-1924,1.02,15.0840000,,1.29,13.9230000,5726.00,1.0
13.5980000,,0.160,13.6600000,Kepler-1925,1.06,15.3820000,,1.09,14.0060000,5856.00,1.0
13.6260000,,-0.160,13.7030000,Kepler-1926,0.77,15.8000000,,0.83,14.1730000,5256.00,1.0
11.8260000,,0.140,11.8700000,Kepler-1927,1.41,13.3120000,,2.48,12.1610000,6056.00,1.0
12.427,,,12.512,Kepler-192,0.9050,,,1.007,12.892,5479,3.0
11.2890000,,0.220,11.4570000,Kepler-1930,0.84,13.4470000,,0.84,11.8820000,5083.00,1.0
11.3300000,,0.120,11.3610000,Kepler-1931,1.17,12.6710000,,1.22,11.5810000,6167.00,1.0
13.1490000,,0.140,13.2570000,Kepler-1932,0.91,15.2860000,,0.82,13.6850000,5278.00,1.0
11.1060000,,0.100,11.1620000,Kepler-1933,0.96,12.8100000,,1.01,11.4850000,5661.00,1.0
11.4360000,,-0.140,11.4740000,Kepler-1934,0.97,12.8740000,,1.04,11.7770000,5925.00,1.0
12.6830000,,-0.180,12.7510000,Kepler-1935,0.85,14.5220000,,0.90,13.1120000,5570.00,1.0
12.2010000,,0.100,12.2790000,Kepler-1936,1.42,13.3930000,,1.85,12.4640000,6501.00,1.0
12.8170000,,-0.060,12.8790000,Kepler-1937,1.19,14.1630000,,1.20,13.1370000,6457.00,1.0
13.22,,,13.242,Kepler-193,1.1390,,,1.147,13.539,6335,2.0
13.4780000,,-0.440,13.4990000,Kepler-1940,0.80,15.6740000,,0.72,13.9750000,5431.00,1.0
13.3640000,,-0.060,13.4280000,Kepler-1941,1.18,14.9430000,,1.14,13.6860000,6404.00,1.0
13.4470000,,0.480,13.5950000,Kepler-1944,1.06,15.5820000,,0.97,14.0130000,5585.00,1.0
11.3660000,,0.040,11.4230000,Kepler-1945,0.77,13.5860000,,0.80,11.9450000,4991.00,1.0
13.7610000,,-0.040,13.8240000,Kepler-1946,0.89,15.5080000,,0.87,14.2480000,5505.00,1.0
11.5040000,,-0.440,11.5520000,Kepler-1947,0.98,12.9730000,,1.69,11.8530000,6040.00,1.0
13.51,,,13.450,Kepler-194,1.0530,,,1.025,13.780,6089,3.0
12.6790000,,-0.340,12.8390000,Kepler-1950,0.76,14.8450000,,0.85,13.2000000,5455.00,1.0
12.3890000,,0.140,12.4710000,Kepler-1951,0.92,14.3670000,,1.31,12.8890000,5468.00,1.0
12.2040000,,-0.340,12.2940000,Kepler-1952,0.92,13.8280000,,1.31,12.5930000,5973.00,1.0
13.1630000,,-0.020,13.2810000,Kepler-1953,0.79,15.9360000,,0.71,13.8630000,4858.00,1.0
13.9780000,,-0.240,14.0660000,Kepler-1954,0.94,15.8750000,,0.85,14.3970000,5840.00,1.0
11.0800000,,0.140,11.1480000,Kepler-1955,1.05,12.6090000,,1.29,11.4290000,5825.00,1.0
12.959,,,13.05,Kepler-195,0.8430,,,0.775,13.53,5329,2.0
13.8020000,,0.180,13.9160000,Kepler-1968,0.84,16.3030000,,0.79,14.4280000,5008.00,1.0
14.2350000,,0.070,14.2470000,Kepler-1969,1.11,15.8510000,,1.01,14.4880000,6046.00,1.0
12.235,,,12.300,Kepler-196,,,,0.782,12.752,5128,2.0
10.535,12.42,,10.577,Kepler-197,0.8640,11.78,,1.120,10.814,6004,4.0
12.027,,,12.067,Kepler-198,0.9580,,,0.940,12.421,5574,3.0
12.083,,,12.101,Kepler-199,1.0030,13.76,,0.967,12.449,5644,2.0
10.318,,-0.080,10.375,Kepler-19,0.94,,,0.86,10.719,5544.00,3.0
12.455,,,12.580,Kepler-200,1.0420,,,0.944,12.871,5678,2.0
11.737,,,11.784,Kepler-201,1.1770,,,1.229,12.037,6065,2.0
11.639,,,11.73,Kepler-202,0.6830,,,0.667,12.255,4668,2.0
12.445,,,12.470,Kepler-203,1.0100,,,1.114,12.859,5821,3.0
12.481,,,12.486,Kepler-204,1.0500,,,1.238,12.846,5812,2.0
10.833,,,10.962,Kepler-205,0.5920,,,0.546,11.608,4321,2.0
12.001,,,12.048,Kepler-206,1.0210,,,1.185,12.330,5764,3.0
11.805,,,11.841,Kepler-207,1.0400,,,1.588,12.100,5920,3.0
12.210,,,12.309,Kepler-208,0.9630,,,1.314,12.547,6092,4.0
12.362,,,12.432,Kepler-209,0.9310,,,0.935,12.797,5513,2.0
10.871,13.41,0.02,10.910,Kepler-20,0.912,12.5,G8,0.944,11.252,5466.0,5.0
11.313,,,11.449,Kepler-210,0.6120,,K,0.650,11.992,4559,2.0
11.447,,,11.488,Kepler-211,0.9140,,,0.816,11.927,5123,2.0
11.620,,,11.699,Kepler-212,1.1660,,,1.455,11.931,5852,2.0
12.122,,,12.170,Kepler-213,0.9760,,,1.195,12.477,5696,2.0
12.607,,,12.678,Kepler-214,1.1500,,,1.352,12.941,6169,2.0
11.996,,,12.065,Kepler-215,0.9770,,,1.027,12.417,5739,4.0
12.621,,,12.695,Kepler-216,1.1290,,,1.260,12.956,6091,2.0
12.103,,,12.176,Kepler-217,1.3830,,,1.799,12.319,6171,3.0
12.311,,,12.386,Kepler-218,1.0190,,,1.063,12.732,5502,3.0
12.389,,,12.400,Kepler-219,1.1710,,,1.491,12.678,5786,3.0
6.945,8.767,-0.15,7.031,Kepler-21 A,1.340,8.25,F6IV,1.860,7.23,6131,1.0
,,,,Kepler-21 B,0.42,,,,,,0.0
10.550,,,10.672,Kepler-220,0.7170,,,0.666,11.206,4632,4.0
11.900,,,11.995,Kepler-221,0.8160,,,0.821,12.413,5243,4.0
13.23,,,13.341,Kepler-222,0.8570,,,0.869,13.717,5433,3.0
13.63,,,13.73,Kepler-223,0.9500,15,,1.017,14.10,5829,4.0
13.70,,,13.722,Kepler-224,0.8250,,,0.676,14.212,5018,4.0
13.25,,,13.341,Kepler-225,,,,0.480,14.032,3682,2.0
13.63,,,13.72,Kepler-226,0.9120,,,0.802,14.114,5571,3.0
13.65,,,13.75,Kepler-227,0.9200,,,1.091,14.082,5854,2.0
14.13,,,14.11,Kepler-228,1.0400,,,1.014,14.528,6043,3.0
13.79,,,13.87,Kepler-229,0.7940,,,0.728,14.36,5120,3.0
10.152,11.5,,10.211,Kepler-22,0.97,,G5,0.979,10.523,5510.0,1.0
13.30,,,13.37,Kepler-230,0.9180,,,0.817,13.824,5588,2.0
12.589,,,12.775,Kepler-231,0.5800,,,0.490,13.405,3767,2.0
13.77,,,13.799,Kepler-232,0.9640,,,0.968,14.179,5847,2.0
13.45,,,13.555,Kepler-233,0.8550,,,0.758,14.006,5360,2.0
14.06,,,14.10,Kepler-234,1.0900,,,1.113,14.387,6224,2.0
13.12,,,13.278,Kepler-235,0.5810,,,0.554,13.952,4255,4.0
12.312,,,12.537,Kepler-236,0.5490,,,0.510,13.224,3750,2.0
13.17,,,13.22,Kepler-237,0.6960,,,0.725,13.749,4861,2.0
13.51,,,13.545,Kepler-238,0.9700,,,1.430,13.894,5751,5.0
13.13,,,13.215,Kepler-239,0.7570,,,0.763,13.703,4914,2.0
11.998,13.6,,12.047,Kepler-23,1.1900,,,1.548,12.353,5828,3.0
13.46,,,13.606,Kepler-240,0.7530,,,0.739,14.113,4985,2.0
12.88,,,13.064,Kepler-241,0.6710,,,0.668,13.608,4699,2.0
13.24,,,13.316,Kepler-242,0.7200,,,0.850,13.821,5020,2.0
13.06,,,13.191,Kepler-243,0.7890,,,0.842,13.622,5228,2.0
13.73,,,13.85,Kepler-244,0.9100,,,0.803,14.306,5554,3.0
13.64,,,13.69,Kepler-245,0.7770,,,0.795,14.121,5100,4.0
13.04,,,13.150,Kepler-246,0.7590,,,0.831,13.587,5206,2.0
13.051,,,13.178,Kepler-247,0.7730,,,0.768,13.597,5100,3.0
13.36,16.21,,13.442,Kepler-248,,15.18,,0.831,13.911,5190,2.0
11.966,,,12.150,Kepler-249,0.5060,,,0.482,12.836,3568,3.0
13.372,,,13.45,Kepler-24,1.0200,,,1.289,13.763,5897,4.0
13.48,,,13.50,Kepler-250,0.7530,,,0.805,14.000,5160,3.0
13.63,,,13.596,Kepler-251,0.9600,,,0.890,13.96,5526,4.0
12.466,,,12.650,Kepler-252,0.6100,,,0.549,13.240,4208,2.0
13.53,,,13.632,Kepler-253,0.8080,,,0.786,14.055,5208,3.0
14.25,,,14.27,Kepler-254,1.0210,,,0.910,14.68,5957,3.0
13.69,,,13.854,Kepler-255,0.8780,,,0.933,14.227,5573,3.0
13.42,,,13.496,Kepler-256,1.0000,,,1.301,13.824,5551,4.0
13.371,,,13.448,Kepler-257,0.7400,,,1.037,13.916,5180,3.0
12.956,,,13.086,Kepler-258,0.7000,,,0.915,13.556,4942,2.0
13.555,,,13.673,Kepler-259,1.0150,,,0.898,14.009,5938,2.0
9.493,11.32,0.11,9.532,Kepler-25,1.26,10.77,F,1.34,9.764,6354,3.0
12.494,,,12.540,Kepler-260,0.9000,,,0.862,12.900,5250,2.0
11.585,,,11.672,Kepler-261,0.8760,,,0.794,12.127,5098,2.0
12.732,,,12.759,Kepler-262,,,,0.881,13.118,5841,2.0
13.55,,,13.53,Kepler-263,0.8010,,,0.785,13.99,5265,2.0
11.591,,,11.692,Kepler-264,1.3700,,,1.550,11.918,6158,2.0
13.90,,,13.94,Kepler-265,1.1500,,,1.103,14.252,5835,4.0
13.811,,,13.907,Kepler-266,1.0600,,,1.028,14.300,5885,2.0
12.485,,,12.68,Kepler-267,0.5520,,,0.555,13.334,4258,3.0
12.382,,,12.411,Kepler-268,1.1300,,,1.274,12.675,6081,2.0
13.961,,,14.140,Kepler-269,1.0400,,,0.959,14.438,5847,2.0
12.630,,,12.746,Kepler-26,0.6340,,,0.571,13.408,4486,4.0
12.627,,,12.614,Kepler-270,1.1700,,,1.461,12.938,6067,2.0
11.745,,,11.819,Kepler-271,,,,0.880,12.198,5524,3.0
12.708,,,12.83,Kepler-272,0.7900,,,0.929,13.159,5297,3.0
13.217,,,13.350,Kepler-273,0.9160,,,0.815,13.682,5626,2.0
13.46,,,13.458,Kepler-274,,,,1.007,13.773,6023,2.0
13.96,,,14.03,Kepler-275,1.1980,,,1.383,14.28,6165,3.0
13.84,,,13.867,Kepler-276,1.0500,,,1.046,14.234,6105,3.0
11.966,,,12.003,Kepler-277,1.19,,,1.65,12.288,5946.00,2.0
9.465,12.79,0.28,9.581,Kepler-278,1.0790,11.81,,2.935,10.047,4991,2.0
12.509,,,12.509,Kepler-279,1.3100,,,1.746,12.724,6363,3.0
14.12,,0.41,14.03,Kepler-27,0.65,,,0.59,14.48,5400.0,2.0
12.844,,,12.914,Kepler-280,0.9570,,,0.886,13.289,5744,2.0
13.99,,,14.16,Kepler-281,0.9430,,,0.899,14.500,5723,2.0
13.65,,,13.718,Kepler-282,1.0820,,,0.904,14.080,5602,4.0
13.14,,,13.263,Kepler-283,0.5960,,,0.566,13.927,4351,2.0
14.08,,,14.15,Kepler-284,0.9230,,,0.814,14.56,5615,2.0
13.32,,,13.435,Kepler-285,0.8650,,,0.808,13.887,5411,2.0
14.12,,,14.06,Kepler-286,1.0300,,,0.863,14.39,5580,4.0
13.13,,,13.20,Kepler-287,0.9300,,,1.032,13.542,5806,2.0
13.587,,,13.662,Kepler-288,1.0800,,,1.091,14.000,5918,3.0
12.508,,0.05,12.596,Kepler-289,1.08,,,1.00,12.861,5990,3.0
12.719,,0.34,12.767,Kepler-28,0.75,,K4V,0.70,13.334,4590.0,2.0
13.45,,,13.58,Kepler-290,0.7980,,,0.743,14.054,5147,2.0
14.15,,,14.34,Kepler-291,1.0100,,,1.016,14.69,6002,2.0
13.97,,,14.08,Kepler-292,0.8340,,,0.826,14.537,5299,5.0
13.66,,,13.781,Kepler-293,0.9530,,,0.957,14.098,5804,2.0
14.17,,,14.26,Kepler-294,0.9940,,,0.976,14.57,5913,2.0
12.717,,,12.763,Kepler-295,0.8850,,,0.898,13.145,5603,3.0
12.93,,-0.08,,Kepler-296 A,0.498,,M2V,0.480,13.73,3740,5.0
14.07,,-0.08,,Kepler-296 B,0.326,,,0.322,14.83,3440,0.0
12.78,,-0.12,12.785,Kepler-297,1.04,,,1.04,13.122,6150,2.0
13.07,,,13.139,Kepler-298,0.6600,,,0.582,13.718,4465,3.0
13.44,,,13.510,Kepler-299,1.0010,,,1.032,13.875,5617,4.0
13.657,,-0.440,13.673,Kepler-29,0.76,,,0.73,14.131,5378.00,2.0
12.742,,,12.803,Kepler-300,1.0350,,,0.900,13.113,5986,2.0
12.706,,,12.824,Kepler-301,0.9700,,,0.900,13.146,5815,3.0
13.90,,,13.91,Kepler-302,1.0210,,,1.220,14.259,5740,2.0
11.596,,,11.761,Kepler-303,0.5750,,,0.485,12.410,3944,2.0
12.63,,,12.75,Kepler-304,0.6870,,,0.687,13.243,4731,4.0
13.702,,,13.737,Kepler-305,,,,0.79,14.250,5100.00,4.0
13.503,,,13.607,Kepler-306,0.9300,,,0.719,14.084,4954,4.0
12.321,,,12.452,Kepler-307,0.78,,,1.03,12.833,5577.00,3.0
14.19,,,14.15,Kepler-308,0.9970,,,0.941,14.61,5895,2.0
12.852,,,12.931,Kepler-309,0.6660,,,0.721,13.504,4713,2.0
12.626,,,12.690,Kepler-310,0.9700,,,0.876,13.056,5797,3.0
12.418,,,12.47,Kepler-311,,,,1.188,12.751,5905,2.0
11.596,,,11.664,Kepler-312,,,,1.467,11.902,6115,2.0
12.52,,,12.551,Kepler-313,0.9600,,,1.536,12.868,5727,2.0
10.778,,,10.850,Kepler-314,1.0240,,,0.950,11.242,5378,2.0
13.58,,,13.622,Kepler-315,,,,1.037,13.982,5796,2.0
12.542,,,12.681,Kepler-316,0.5870,,,0.520,13.324,4204,2.0
13.67,,,13.722,Kepler-317,0.8160,,,0.941,14.095,5497,2.0
11.766,,,11.832,Kepler-318,0.9800,,,1.189,12.148,5746,2.0
12.208,,,12.315,Kepler-319,0.9600,,,0.903,12.631,5526,3.0
13.87,,,13.984,Kepler-31,1.2080,,,1.306,14.233,6034,3.0
12.31,,,12.283,Kepler-320,1.1800,,,1.108,12.546,6435,2.0
11.249,,,11.300,Kepler-321,0.8980,,,1.194,11.621,5740,2.0
11.837,,,11.867,Kepler-322,0.9000,,,0.890,12.246,5388,2.0
11.354,,,11.423,Kepler-323,1.1600,,,1.178,11.689,5987,2.0
12.2910000,,0.030,12.3370000,Kepler-324,0.87,14.2220000,,0.84,12.7830000,5194.00,3.0
13.35,,,13.40,Kepler-325,0.9180,,,1.003,13.81,5752,3.0
11.673,,,11.783,Kepler-326,0.9140,,,0.801,12.229,5105,3.0
11.956,,,12.110,Kepler-327,0.5470,,,0.492,12.794,3799,3.0
12.693,,,12.85,Kepler-329,0.6020,,,0.523,13.51,4257,2.0
12.757,,,12.901,Kepler-32,0.58,,,0.53,13.616,3900.0,5.0
13.26,,,13.315,Kepler-330,0.7920,,,0.722,13.860,5117,2.0
13.34,,,13.51,Kepler-331,0.6530,,,0.492,14.08,4347,3.0
11.974,,,12.073,Kepler-332,,,,0.720,12.558,4955,3.0
12.118,,,12.227,Kepler-333,0.6010,,,0.534,12.860,4259,2.0
11.409,,,11.448,Kepler-334,1.0600,,,1.068,11.710,5828,3.0
12.496,,,12.574,Kepler-335,,,,1.854,12.848,5877,2.0
12.144,,,12.194,Kepler-336,1.0570,,,1.304,12.488,5867,3.0
11.183,,,11.257,Kepler-337,1.0210,,,1.761,11.537,5684,2.0
10.756,12.88,-0.07,10.84,Kepler-338,1.1010,12.19,,1.735,11.10,5923,4.0
12.87,,,12.895,Kepler-339,0.9340,,,0.802,13.280,5631,3.0
12.591,14.39,0.0250,12.620,Kepler-33,1.291,13.74,,1.82,12.871,5904.0,5.0
11.583,,,11.629,Kepler-340,,,,1.850,11.725,6620,2.0
12.994,,,13.112,Kepler-341,1.0120,,,1.024,13.416,6012,4.0
11.957,,,11.999,Kepler-342,,,,1.472,12.220,6175,4.0
12.683,,,12.722,Kepler-343,,,,1.433,13.039,5807,2.0
13.66,,,13.71,Kepler-344,0.9300,,,0.976,14.082,5774,2.0
11.551,,,11.665,Kepler-345,0.6100,,,0.623,12.309,4504,2.0
13.58,,,13.611,Kepler-346,1.0200,,,1.021,13.968,6033,2.0
13.047,,,13.08,Kepler-347,,,,1.005,13.391,6088,2.0
11.377,,,11.454,Kepler-348,,,,1.359,11.708,6177,2.0
13.18,,,13.283,Kepler-349,1.0170,,,0.927,13.584,5956,2.0
,,,,Kepler-34 A,1.0479,,,1.1618,,,0.0
,,,,Kepler-34 B,1.0208,,,1.0927,,,0.0
12.393,,,12.450,Kepler-350,1.1300,,,1.534,12.718,6186,3.0
14.097,,,14.205,Kepler-351,,,,0.854,14.669,5643,3.0
11.132,,,11.18,Kepler-352,,,,0.781,11.610,5212,2.0
12.808,,,12.951,Kepler-353,0.5530,,,0.504,13.601,3903,2.0
13.16,,,13.255,Kepler-354,,,,0.674,13.875,4648,3.0
13.673,,,13.592,Kepler-355,1.0900,,,1.066,14.007,6184,2.0
11.704,,,11.745,Kepler-356,1.1300,,,1.335,12.000,6133,2.0
13.41,,,13.514,Kepler-357,0.7270,,,0.834,13.991,5036,3.0
13.652,,,13.789,Kepler-358,0.9980,,,0.954,14.106,5908,2.0
14.487,,,14.430,Kepler-359,,,,1.086,14.736,6248,3.0
,,,,Kepler-35 A,0.89,,,1.02,,,0.0
,,,,Kepler-35 B,0.81,,,0.7861,,,0.0
13.23,,,13.299,Kepler-360,1.0250,,,1.058,13.642,6053,2.0
12.198,,,12.275,Kepler-361,,,,1.343,12.526,6169,2.0
12.78,,,12.921,Kepler-362,,,,0.722,13.322,5788,2.0
11.697,,,11.755,Kepler-363,1.0700,,,1.485,12.111,5593,3.0
12.388,,,12.419,Kepler-364,1.2000,,,1.284,12.676,6108,2.0
13.14,,,13.155,Kepler-365,,,,1.048,13.484,6012,2.0
13.35,,,13.385,Kepler-366,1.1000,,,1.048,13.708,6209,2.0
10.674,,,10.752,Kepler-367,0.6770,,,0.695,11.243,4710,2.0
11.175,,,11.229,Kepler-368,0.9700,,,2.019,11.600,5502,2.0
12.395,,,12.594,Kepler-369,0.4700,,,0.471,13.247,3591,2.0
10.788,12.66,,10.850,Kepler-36,1.071,11.94,,1.619,11.124,5911.0,2.0
13.55,,,13.65,Kepler-370,,,,0.900,13.977,5852,2.0
12.344,,,12.356,Kepler-371,,,,0.992,12.701,5666,2.0
13.56,,,13.56,Kepler-372,1.2020,,,1.137,13.878,6509,3.0
12.86,,,12.90,Kepler-373,0.9780,,,0.845,13.280,5787,2.0
13.14,,,13.181,Kepler-374,1.0300,,,0.911,13.503,5977,3.0
14.08,,,14.09,Kepler-375,0.9850,,,0.837,14.54,5826,2.0
12.320,,,12.384,Kepler-376,1.1400,,,1.175,12.697,5900,2.0
12.469,,,12.474,Kepler-377,1.1040,,,1.224,12.801,5949,2.0
10.201,,,10.317,Kepler-378,0.6660,,,0.671,10.846,4661,2.0
12.005,,,12.092,Kepler-379,1.1100,,,1.306,12.341,6054,2.0
7.942,10.45,-0.32,8.000,Kepler-37,0.803,9.77,,0.770,8.356,5417,4.0
12.289,,,12.350,Kepler-380,1.1100,,,1.224,12.614,6045,2.0
9.504,11.08,,9.547,Kepler-381,1.3780,10.47,,1.568,9.721,6152,2.0
12.890,,,12.953,Kepler-382,0.8740,,,0.945,13.403,5600,2.0
12.674,,,12.807,Kepler-383,0.6690,,,0.672,13.367,4710,2.0
12.038,,,12.082,Kepler-384,0.9940,,,0.882,12.419,5577,2.0
13.819,,,13.851,Kepler-385,,,,1.13,14.156,6326.00,3.0
13.61,,,13.75,Kepler-386,0.7810,,,0.767,14.18,5178,2.0
12.536,,,12.608,Kepler-387,1.1300,,,1.046,12.909,5774,2.0
12.544,,,12.657,Kepler-388,0.6350,,,0.586,13.261,4498,2.0
13.896,,,13.903,Kepler-389,,,,0.792,14.417,5376,2.0
,,,,Kepler-38 A,0.949,,,1.757,,,0.0
,,,,Kepler-38 B,0.249,,,0.2724,,,0.0
12.075,,,12.194,Kepler-390,0.8440,,,0.776,12.584,5166,2.0
10.970,,,11.072,Kepler-391,,,,3.569,11.564,4940,2.0
12.121,,,12.151,Kepler-392,,,,1.129,12.414,5938,2.0
11.995,,,12.087,Kepler-393,1.3800,,,1.382,12.325,6189,2.0
13.384,,,13.436,Kepler-394,1.1700,,,1.132,13.724,6402,2.0
12.948,,,13.131,Kepler-395,0.5470,,,0.556,13.818,4262,2.0
13.900,,,14.123,Kepler-397,0.8440,,,0.767,14.587,5307,2.0
10.794,,,10.932,Kepler-398,0.6490,,,0.613,11.514,4493,3.0
12.698,,,12.779,Kepler-399,0.9270,,,0.680,13.175,5502,3.0
12.296,14.58,,12.289,Kepler-400,1.0300,13.72,,1.145,12.566,5886,2.0
11.987,,,12.06,Kepler-401,,,,1.333,12.277,6117,3.0
11.993,,,12.082,Kepler-402,,,,1.264,12.303,6090,4.0
11.537,,,11.575,Kepler-403,,,,1.329,11.830,6090,3.0
13.477,,,13.527,Kepler-404,0.9250,,,0.884,13.908,5654,2.0
14.056,,,14.172,Kepler-405,1.0200,,,0.893,14.543,5818,2.0
10.970,,0.18,11.035,Kepler-406,1.07,,,1.07,11.340,5538,2.0
10.911,,0.33,10.983,Kepler-407,1.00,,,1.01,11.332,5476,2.0
7.768,10.36,0.08,7.838,Kepler-409,0.92,9.64,,0.89,8.200,5460,1.0
,,,,Kepler-410 A,1.214,,,1.352,,6273,1.0
,,,,Kepler-410 B,,,,,,4850,0.0
10.062,13.70,,10.161,Kepler-411,0.87,12.55,K2V,0.82,10.641,,4.0
12.84,14.41,0.27,12.93,Kepler-412,1.167,13.73,G3V,1.287,13.190,5750,1.0
,,-0.2,,Kepler-413 A,0.82,,,0.7761,,4700,0.0
,,,,Kepler-413 B,0.5423,,,0.484,,3463,0.0
13.10,,0.31,13.24,Kepler-418,1.29,,,1.60,13.493,6029,1.0
12.892,,0.29,12.938,Kepler-41,1.12,,G2V,1.02,13.262,5620,1.0
11.535,,-0.25,11.619,Kepler-421,0.794,5.9,,0.757,12.009,5308,1.0
12.041,,0.23,12.126,Kepler-422,1.15,,,1.24,12.357,5972,1.0
12.470,,0.44,12.60,Kepler-424,1.01,,,0.94,12.905,5460,2.0
11.465,17.96,-0.3,11.685,Kepler-42,0.13,16.124,M3V,0.17,12.177,,3.0
12.391,,,12.486,Kepler-430,1.166,,,1.485,12.743,5884,2.0
10.649,,,10.678,Kepler-431,1.071,,,1.092,10.945,6004,3.0
13.039,,0.35,13.035,Kepler-434,1.198,,,1.38,13.400,5970,1.0
13.333,,0.01,13.490,Kepler-436,0.729,,,0.697,14.083,4651,2.0
11.847,,0.00,11.965,Kepler-437,0.707,,,0.680,12.564,4551,1.0
11.199,,0.16,11.449,Kepler-438,0.544,,,0.520,12.130,3748,1.0
12.919,,0.02,12.955,Kepler-439,0.884,,,0.866,13.344,5431,1.0
12.121,,-0.30,12.323,Kepler-440,0.575,,,0.559,12.960,4134,1.0
12.288,,-0.57,12.403,Kepler-441,0.0572,,,0.550,13.040,4340,1.0
12.488,,-0.37,12.581,Kepler-442,0.609,,,0.598,13.233,4402,1.0
13.815,,-0.01,13.802,Kepler-443,0.738,,,0.706,14.365,4723,1.0
6.703,6.67,-0.55,6.772,Kepler-444 A,0.758,8.86,K0V,0.752,7.244,5046,5.0
9.67,,,,Kepler-444 B,0.29,,M,,,3464,0.0
9.97,,,,Kepler-444 C,0.25,,M,,,,0.0
12.610,,0.27,12.929,Kepler-445,0.18,,M4,0.21,13.542,3157,3.0
12.827,,-0.30,13.075,Kepler-446,0.22,,M4,0.24,13.591,3359,3.0
10.806,,0.07,10.879,Kepler-447,0.764,,G8V,0.872,11.211,5493,1.0
9.701,,,,Kepler-449 A,0.969,,,1.570,10.088,5588,2.0
9.801,,,,Kepler-449 B,,,,,,,0.0
12.88,14.7,0.42,12.969,Kepler-44,1.12,,G2IV,1.35,13.340,5800,1.0
,,,,Kepler-450 A,1.346,,,1.570,,,3.0
,,,,Kepler-450 B,,,,,,,0.0
,,0.21,,Kepler-452,1.037,,,1.11,,5757,1.0
9.968,,0.27,10.021,Kepler-454,1.028,11.57,,1.066,10.357,5687,3.0
12.89,,0.08,13.077,Kepler-45,0.59,16.88,M,0.55,13.749,3820,1.0
,,0.04,,Kepler-461,0.98,,,0.91,,5634.0,1.0
10.851,,0.050,10.876,Kepler-462,1.59,,,1.57,10.983,7500.00,2.0
11.209,,-0.28,11.23,Kepler-463,0.87,,,0.90,11.650,5661.0,1.0
11.338,,0.19,11.363,Kepler-464,1.21,,,1.59,11.652,5933.0,1.0
11.456,,0.09,11.516,Kepler-465,1.23,,,1.29,11.735,6310.0,1.0
11.367,,-0.01,11.402,Kepler-466,1.04,,,1.05,11.698,5927.0,2.0
10.897,,0.06,10.961,Kepler-467,1.05,,,1.37,11.274,5809.0,1.0
,,0.10,,Kepler-468,0.96,,,0.87,,5498.0,1.0
,,0.14,,Kepler-469,1.14,,,1.53,,5892.0,1.0
13.347,,0.410,13.436,Kepler-46,0.8200,,,0.790,13.814,5309,3.0
12.034,13.3,0.04,12.042,Kepler-470,1.40,,,1.66,12.269,6613.0,1.0
12.562,,0.07,12.583,Kepler-471,1.49,,,1.80,12.804,6733.0,1.0
11.461,,0.16,11.565,Kepler-472,0.85,,,0.78,12.063,4996.0,1.0
11.731,,0.12,11.795,Kepler-473,1.06,,,1.34,12.121,5816.0,1.0
,,-0.01,,Kepler-474,0.99,,,1.08,,5785.0,1.0
,,0.21,,Kepler-475,0.86,,,0.79,,5009.0,1.0
12.297,14.86,0.04,12.358,Kepler-476,1.03,14.03,,1.09,12.673,5837.0,1.0
11.729,14.53,-0.04,11.832,Kepler-477,0.87,13.82,,0.79,12.274,5240.0,1.0
,,-0.03,,Kepler-478,0.85,,,0.80,,5210.0,1.0
